1.823596,11.376382,20.122294,30.324920,39.552786,50.324920,60.772133,71.376382,79.070832,
1.873099,11.420144,20.108150,30.334416,39.537566,50.328050,60.770649,71.386807,79.066007,
1.921109,11.462315,20.094876,30.343395,39.522800,50.330934,60.769340,71.397049,79.061173,
1.967582,11.502844,20.082508,30.351836,39.508503,50.333562,60.768216,71.407102,79.056325,
2.012480,11.541683,20.071078,30.359719,39.494691,50.335926,60.767281,71.416963,79.051464,
2.055761,11.578783,20.060617,30.367025,39.481376,50.338014,60.766543,71.426627,79.046586,
2.097389,11.614102,20.051155,30.373735,39.468571,50.339820,60.766007,71.436089,79.041692,
2.137329,11.647597,20.042721,30.379834,39.456289,50.341335,60.765679,71.445344,79.036778,
2.175545,11.679228,20.035340,30.385306,39.444540,50.342552,60.765564,71.454391,79.031845,
2.212005,11.708957,20.029036,30.390137,39.433336,50.343462,60.765668,71.463223,79.026891,
2.246679,11.736748,20.023832,30.394313,39.422686,50.344062,60.765994,71.471839,79.021914,
2.279537,11.762569,20.019749,30.397823,39.412599,50.344343,60.766547,71.480235,79.016915,
2.310552,11.786389,20.016805,30.400657,39.403082,50.344302,60.767330,71.488409,79.011891,
2.339700,11.808180,20.015016,30.402806,39.394142,50.343934,60.768347,71.496357,79.006843,
2.366956,11.827915,20.014396,30.404261,39.385787,50.343235,60.769600,71.504077,79.001770,
2.392299,11.845573,20.014959,30.405017,39.378020,50.342200,60.771091,71.511568,78.996672,
2.415709,11.861133,20.016714,30.405069,39.370847,50.340829,60.772824,71.518828,78.991547,
2.437169,11.874575,20.019670,30.404412,39.364271,50.339118,60.774799,71.525855,78.986396,
2.456663,11.885886,20.023833,30.403045,39.358294,50.337067,60.777016,71.532647,78.981220,
2.474176,11.895052,20.029207,30.400967,39.352918,50.334674,60.779478,71.539205,78.976017,
2.489697,11.902063,20.035794,30.398179,39.348144,50.331939,60.782184,71.545527,78.970789,
2.503217,11.906912,20.043594,30.394682,39.343971,50.328862,60.785134,71.551613,78.965535,
2.514726,11.909594,20.052603,30.390479,39.340398,50.325446,60.788327,71.557464,78.960257,
2.524220,11.910106,20.062818,30.385576,39.337423,50.321691,60.791762,71.563078,78.954954,
2.531694,11.908449,20.074233,30.379979,39.335043,50.317599,60.795438,71.568457,78.949628,
2.537147,11.904626,20.086838,30.373695,39.333253,50.313175,60.799353,71.573602,78.944279,
2.540578,11.898643,20.100622,30.366733,39.332050,50.308421,60.803503,71.578513,78.938908,
2.541989,11.890509,20.115572,30.359103,39.331428,50.303342,60.807887,71.583192,78.933517,
2.541385,11.880234,20.131674,30.350818,39.331378,50.297942,60.812501,71.587641,78.928107,
2.538772,11.867832,20.148911,30.341890,39.331896,50.292227,60.817341,71.591861,78.922678,
2.534157,11.853319,20.167262,30.332332,39.332971,50.286203,60.822404,71.595855,78.917234,
2.527550,11.836715,20.186707,30.322162,39.334594,50.279877,60.827684,71.599625,78.911775,
2.518964,11.818041,20.207223,30.311396,39.336756,50.273256,60.833177,71.603173,78.906302,
2.508412,11.797320,20.228784,30.300051,39.339446,50.266348,60.838878,71.606503,78.900819,
2.495910,11.774578,20.251364,30.288147,39.342652,50.259160,60.844781,71.609617,78.895327,
2.481475,11.749846,20.274933,30.275705,39.346361,50.251702,60.850879,71.612520,78.889827,
2.465128,11.723154,20.299461,30.262745,39.350561,50.243983,60.857168,71.615214,78.884323,
2.446888,11.694535,20.324915,30.249291,39.355238,50.236013,60.863638,71.617704,78.878816,
2.426780,11.664027,20.351260,30.235367,39.360377,50.227803,60.870285,71.619994,78.873309,
2.404829,11.631666,20.378461,30.220998,39.365962,50.219362,60.877099,71.622087,78.867805,
2.381060,11.597494,20.406480,30.206208,39.371979,50.210703,60.884075,71.623990,78.862305,
2.355502,11.561553,20.435277,30.191025,39.378410,50.201837,60.891202,71.625705,78.856813,
2.328186,11.523888,20.464811,30.175477,39.385238,50.192776,60.898474,71.627239,78.851332,
2.299143,11.484546,20.495041,30.159592,39.392446,50.183532,60.905881,71.628596,78.845864,
2.268406,11.443576,20.525921,30.143400,39.400016,50.174119,60.913415,71.629781,78.840412,
2.236010,11.401029,20.557408,30.126930,39.407929,50.164550,60.921066,71.630801,78.834979,
2.201992,11.356957,20.589454,30.110213,39.416166,50.154837,60.928826,71.631660,78.829569,
2.166388,11.311415,20.622012,30.093282,39.424707,50.144996,60.936684,71.632364,78.824184,
2.129240,11.264459,20.655032,30.076168,39.433533,50.135039,60.944631,71.632919,78.818828,
2.090586,11.216147,20.688466,30.058903,39.442623,50.124982,60.952657,71.633331,78.813503,
2.050470,11.166539,20.722261,30.041522,39.451957,50.114839,60.960752,71.633607,78.808214,
2.008934,11.115696,20.756365,30.024057,39.461515,50.104625,60.968905,71.633752,78.802963,
1.966024,11.063680,20.790726,30.006543,39.471274,50.094354,60.977107,71.633772,78.797754,
1.921784,11.010555,20.825291,29.989014,39.481214,50.084042,60.985346,71.633675,78.792591,
1.876261,10.956387,20.860004,29.971505,39.491313,50.073704,60.993612,71.633466,78.787476,
1.829504,10.901241,20.894810,29.954050,39.501550,50.063355,61.001894,71.633152,78.782414,
1.781561,10.845185,20.929655,29.936685,39.511904,50.053010,61.010182,71.632740,78.777407,
1.732482,10.788287,20.964482,29.919445,39.522352,50.042686,61.018465,71.632236,78.772460,
1.682319,10.730618,20.999233,29.902365,39.532874,50.032398,61.026731,71.631646,78.767575,
1.631122,10.672247,21.033854,29.885480,39.543447,50.022160,61.034971,71.630978,78.762756,
1.578943,10.613245,21.068286,29.868825,39.554050,50.011989,61.043173,71.630238,78.758007,
1.525837,10.553684,21.102472,29.852435,39.564662,50.001899,61.051326,71.629433,78.753332,
1.471857,10.493636,21.136356,29.836345,39.575262,49.991907,61.059420,71.628569,78.748733,
1.417058,10.433174,21.169879,29.820589,39.585828,49.982027,61.067444,71.627654,78.744214,
1.361493,10.372372,21.202985,29.805202,39.596340,49.972274,61.075387,71.626692,78.739779,
1.305219,10.311302,21.235617,29.790217,39.606777,49.962663,61.083238,71.625692,78.735431,
1.248292,10.250039,21.267718,29.775667,39.617120,49.953209,61.090988,71.624659,78.731173,
1.190767,10.188655,21.299231,29.761585,39.627348,49.943927,61.098626,71.623600,78.727008,
1.132701,10.127226,21.330102,29.748004,39.637442,49.934829,61.106142,71.622521,78.722941,
1.074151,10.065824,21.360274,29.734955,39.647384,49.925932,61.113526,71.621428,78.718974,
1.015174,10.004524,21.389693,29.722468,39.657153,49.917247,61.120767,71.620327,78.715110,
0.955826,9.943399,21.418305,29.710575,39.666734,49.908789,61.127857,71.619225,78.711352,
0.896165,9.882522,21.446057,29.699304,39.676107,49.900570,61.134786,71.618128,78.707704,
0.836247,9.821965,21.472896,29.688683,39.685257,49.892604,61.141545,71.617039,78.704168,
