2,49, 0.413500,66.326300
2,59, 0.473200,113.038900
2,69, 0.685900,133.059200
2,79, 1.048100,182.854600
2,89, 1.508800,224.138400
2,99, 2.001700,288.907600
4,49, 0.271200,67.530500
4,59, 0.441000,104.832100
4,69, 0.706600,133.604700
4,79, 1.055000,191.500400
4,89, 1.469600,241.986200
4,99, 2.060900,297.232200
6,49, 0.283500,73.772000
6,59, 0.467800,99.613700
6,69, 0.705600,136.601400
6,79, 1.041800,189.785000
6,89, 2.915200,232.226800
6,99, 2.133200,289.933600
8,49, 0.263600,68.253000
8,59, 0.481600,107.515400
8,69, 0.706400,145.155400
8,79, 1.041600,185.976300
8,89, 1.497100,230.167700
8,99, 3.007000,288.078100
2,49, 0.262900,66.994100
2,59, 0.458900,99.466400
2,69, 0.720200,136.187300
2,79, 1.036700,179.118400
2,89, 1.504200,228.335100
2,99, 2.006900,282.986600
4,49, 0.296700,66.162500
4,59, 0.462200,98.097300
4,69, 0.711900,136.395300
4,79, 1.049200,180.613800
4,89, 2.132800,245.163000
4,99, 2.025700,299.609600
6,49, 0.262500,69.956600
6,59, 0.456500,104.613300
6,69, 0.715700,136.751500
6,79, 1.035000,182.107400
6,89, 1.473100,232.903700
6,99, 2.166200,292.881100
8,49, 0.393500,70.165900
8,59, 0.486600,102.027600
8,69, 0.717700,151.164100
8,79, 1.588800,181.050800
8,89, 2.140700,241.227700
8,99, 2.000500,282.984000
2,49, 0.262100,68.004500
2,59, 0.685600,100.500000
2,69, 0.709100,137.800000
2,79, 1.036500,180.209200
2,89, 1.482700,237.057800
2,99, 2.018600,309.078100
4,49, 0.263500,69.407000
4,59, 0.442800,99.325400
4,69, 0.726500,142.697700
4,79, 1.064500,181.157900
4,89, 1.518700,257.829100
4,99, 2.051100,309.352500
6,49, 0.365200,83.628100
6,59, 0.442900,107.487500
6,69, 0.716200,136.285800
6,79, 1.053200,183.490500
6,89, 1.439500,229.673000
6,99, 2.800500,291.937600
8,49, 0.305900,72.305400
8,59, 0.467900,99.797100
8,69, 0.711000,132.997100
8,79, 1.052400,185.294200
8,89, 3.010300,251.975100
8,99, 2.031300,296.074400
2,49, 0.264800,76.112600
2,59, 0.461500,103.831700
2,69, 0.688600,156.581100
2,79, 1.553500,186.078700
2,89, 1.489900,237.882300
2,99, 2.009600,296.722600
4,49, 0.321600,77.546300
4,59, 0.460400,99.189900
4,69, 0.715300,138.028800
4,79, 1.082700,173.394600
4,89, 1.495100,226.031600
4,99, 1.978700,295.507400
6,49, 0.281500,69.017400
6,59, 0.443800,106.937200
6,69, 0.717000,141.062100
6,79, 1.035800,175.021400
