6,89, 1.473100,235.694700
6,99, 2.762500,327.938800
8,49, 0.306000,81.791500
8,59, 0.445000,105.544500
8,69, 0.699500,146.035000
8,79, 1.116400,187.903800
8,89, 1.506200,227.008200
8,99, 2.785200,295.908100
2,49, 0.263200,68.753200
2,59, 0.441100,104.776600
2,69, 0.711700,146.261100
2,79, 1.080200,183.815300
2,89, 1.454600,242.819500
2,99, 1.999500,302.068800
4,49, 0.362400,66.516300
4,59, 0.444100,98.240200
4,69, 0.708000,140.461700
4,79, 1.033300,182.442900
4,89, 1.495400,308.313300
4,99, 2.013000,288.795600
6,49, 0.262500,67.390400
6,59, 0.472600,102.978500
6,69, 0.720400,140.516000
6,79, 1.145600,183.152200
6,89, 1.598700,242.297000
6,99, 2.003900,303.914100
8,49, 0.295800,70.146000
8,59, 0.446600,104.296100
8,69, 0.696500,134.241700
8,79, 1.066700,182.254000
8,89, 1.529100,229.990900
8,99, 2.419500,312.138600
2,49, 0.275600,70.320400
2,59, 0.637700,103.203100
2,69, 1.099200,139.684100
2,79, 1.474600,190.447100
2,89, 1.491200,242.662300
2,99, 2.078400,306.610200
4,49, 0.263900,91.140100
4,59, 0.928700,121.274400
4,69, 1.611300,175.271100
4,79, 1.695600,184.687000
4,89, 1.519600,251.421400
4,99, 3.177500,302.900200
6,49, 0.263500,69.139700
6,59, 0.456000,117.711300
6,69, 0.711500,159.422600
6,79, 1.638300,206.841200
6,89, 1.561200,242.433200
6,99, 1.999200,285.099000
8,49, 0.299600,69.038200
8,59, 0.769900,99.230200
8,69, 0.689400,138.577900
8,79, 1.067000,188.483400
8,89, 1.494600,237.944000
8,99, 2.195100,291.382900
2,49, 0.263900,67.308900
2,59, 0.446100,109.626700
2,69, 1.059700,143.234900
2,79, 1.041000,187.849900
2,89, 1.933700,253.270100
2,99, 2.081100,299.255100
4,49, 0.275100,68.419700
4,59, 0.451700,106.844600
4,69, 0.718300,141.233900
4,79, 1.082800,181.944700
4,89, 1.591800,239.174900
4,99, 2.001300,287.796000
6,49, 0.756300,71.706500
6,59, 0.447200,99.903200
6,69, 0.702900,141.271500
6,79, 1.641100,188.836400
6,89, 1.586100,225.240500
6,99, 1.977800,291.729000
8,49, 0.310600,74.159100
8,59, 0.549400,107.564900
8,69, 0.932900,142.425900
8,79, 1.084900,202.677700
8,89, 1.544400,231.421500
8,99, 2.103800,290.324000
2,49, 0.711600,127.343500
2,59, 0.636100,123.154300
2,69, 0.785400,149.373200
2,79, 1.466200,187.261700
2,89, 2.051300,242.127300
2,99, 3.029700,311.091900
4,49, 0.277900,71.912300
4,59, 0.614600,107.132600
4,69, 0.709400,139.599000
4,79, 1.100200,185.511700
4,89, 1.791000,242.122400
4,99, 2.029600,296.118600
6,49, 0.263500,77.572200
6,59, 0.524700,100.404900
6,69, 0.715300,136.905200
6,79, 1.091600,197.849700
6,89, 1.487100,256.588200
6,99, 4.966100,419.851900
8,49, 0.271200,80.630900
8,59, 0.449300,102.080000
8,69, 0.754900,142.457900
8,79, 1.100900,185.807700
8,89, 1.522400,234.269100
8,99, 1.997400,298.712400
2,49, 0.619700,142.454700
2,59, 0.905800,124.961400
2,69, 0.703000,139.123700
2,79, 1.053600,191.220700
2,89, 2.035200,248.012500
2,99, 2.272000,297.340400
4,49, 0.395200,67.398500
4,59, 0.440100,100.509400
4,69, 0.720900,137.469700
4,79, 1.039900,199.758000
4,89, 3.128700,306.299000
4,99, 2.019300,296.014400
6,49, 0.363600,70.130600
6,59, 0.457600,108.034100
6,69, 0.972500,144.464200
6,79, 1.267700,180.436100
6,89, 1.531600,261.026300
6,99, 2.080600,302.941800
8,49, 0.262600,67.728300
8,59, 0.723300,99.268900
8,69, 0.760000,138.270400
8,79, 1.066100,178.377500
8,89, 2.214600,237.406700
8,99, 2.010800,289.753200
2,49, 0.281800,70.019700
2,59, 0.451800,100.606700
2,69, 0.755900,212.190700
2,79, 1.092200,187.820900
2,89, 1.582400,242.413500
2,99, 2.035700,289.815900
4,49, 0.261900,66.095100
4,59, 0.471500,106.452000
4,69, 0.727500,153.254000
4,79, 1.169000,193.113200
4,89, 1.552600,234.722000
4,99, 1.996800,288.393700
6,49, 0.508800,70.779600
6,59, 0.444100,109.024400
6,69, 0.693100,141.345600
6,79, 1.047600,182.530900
6,89, 1.468800,227.266300
6,99, 2.432500,295.487500
8,49, 0.285200,66.535000
8,59, 0.444200,96.463300
8,69, 0.706500,138.292900
8,79, 1.082100,187.411300
8,89, 1.618600,244.268200
8,99, 2.821300,316.124400
