4,69, 0.737800,137.037400
4,79, 1.029100,177.712000
4,89, 1.485700,228.161000
4,99, 2.020300,281.364000
6,49, 0.262500,67.532500
6,59, 0.440000,104.344100
6,69, 0.718700,140.610500
6,79, 1.035600,211.932500
6,89, 1.505000,250.532600
6,99, 2.777600,295.751900
8,49, 0.277600,68.097700
8,59, 0.694900,107.257900
8,69, 1.074100,138.848100
8,79, 1.040400,183.685500
8,89, 1.546200,241.015200
8,99, 2.035200,302.432500
2,49, 0.263200,68.794700
2,59, 0.459900,99.838400
2,69, 0.706200,139.207900
2,79, 1.486600,193.865100
2,89, 1.949100,235.911700
2,99, 2.112800,300.510500
4,49, 0.265200,68.109700
4,59, 0.461600,100.071500
4,69, 0.711800,146.692500
4,79, 1.035400,186.225400
4,89, 1.471600,241.120500
4,99, 2.841000,301.204000
6,49, 0.267800,75.304400
6,59, 0.657700,109.624400
6,69, 0.694400,143.066500
6,79, 1.135900,180.491800
6,89, 1.466800,237.921100
6,99, 2.043500,311.358800
8,49, 0.266100,69.282800
8,59, 0.478500,109.496700
8,69, 0.878100,155.958100
8,79, 1.070300,192.207900
8,89, 3.209200,258.595100
8,99, 2.990100,291.076400
2,49, 0.278100,70.393900
2,59, 0.442300,100.561100
2,69, 0.700900,146.332700
2,79, 1.061000,179.162800
2,89, 1.485700,278.527500
2,99, 3.409600,398.669800
4,49, 0.597900,95.602500
4,59, 0.664200,128.150500
4,69, 1.019100,157.241600
4,79, 1.045000,190.324600
4,89, 1.591500,233.498500
4,99, 2.040200,290.744800
6,49, 0.393000,79.028300
6,59, 0.454600,101.888000
6,69, 0.786000,145.062900
6,79, 1.068100,184.754900
6,89, 1.705800,249.625200
6,99, 2.230600,305.384900
8,49, 0.264800,73.104000
8,59, 0.447800,104.188000
8,69, 0.717500,144.797500
8,79, 1.066500,178.911600
8,89, 1.644500,245.012100
8,99, 4.065800,337.702200
