2,49, 0.832508,137.115761
2,59, 0.771561,151.888264
2,69, 1.205760,208.389078
2,79, 1.817753,309.989199
2,89, 2.555603,349.505898
2,99, 3.740715,434.408654
4,49, 0.443066,104.681241
4,59, 0.782180,166.220866
4,69, 1.296556,246.557045
4,79, 1.880898,286.400148
4,89, 2.536612,349.646619
4,99, 3.452775,430.867015
6,49, 0.578132,105.000927
6,59, 0.973217,158.053343
6,69, 1.189238,210.774321
6,79, 1.823902,287.697767
6,89, 2.546237,356.334326
6,99, 3.570226,431.718281
8,49, 0.451319,105.164490
8,59, 0.850994,162.399949
8,69, 1.252250,216.675777
8,79, 2.727392,278.479047
8,89, 2.486767,341.282367
8,99, 3.547311,426.295190
2,49, 0.451850,105.149012
2,59, 0.755697,152.507763
2,69, 1.210989,208.926895
2,79, 1.767948,271.908305
2,89, 2.503810,349.178262
2,99, 3.466465,433.691916
4,49, 0.443777,119.737769
4,59, 0.751783,152.400429
4,69, 1.186904,218.733689
4,79, 1.793244,278.150259
4,89, 2.569176,349.206645
4,99, 3.971633,438.727157
6,49, 0.446041,106.176684
6,59, 0.757579,152.069117
6,69, 1.910273,213.503110
6,79, 1.772114,286.293105
6,89, 3.919213,359.358917
6,99, 3.429991,462.481078
8,49, 0.836240,136.649077
8,59, 0.765670,160.242703
8,69, 1.187495,219.683072
8,79, 1.792631,279.159350
8,89, 2.562255,353.938410
8,99, 3.492406,434.409471
2,49, 0.444682,104.618115
2,59, 0.765953,149.305180
2,69, 1.204679,216.901755
2,79, 1.788906,272.510504
2,89, 2.562767,351.646438
2,99, 3.516043,454.823246
4,49, 0.593407,109.723762
4,59, 0.826162,169.635820
4,69, 1.183429,241.537546
4,79, 1.841748,268.660828
4,89, 2.583034,346.768658
4,99, 3.475605,425.226397
6,49, 0.484680,107.351862
6,59, 0.915533,149.860845
6,69, 1.226689,206.870135
6,79, 1.767106,269.659351
6,89, 2.523781,351.432038
6,99, 3.558052,463.489125
8,49, 0.458286,105.341549
8,59, 0.766318,152.744272
8,69, 1.234894,206.119953
8,79, 1.788273,275.423670
8,89, 2.556862,365.291585
8,99, 3.499246,428.714324
2,49, 0.443850,105.928233
2,59, 0.787544,160.555183
2,69, 1.183350,207.143854
2,79, 1.768293,271.664386
2,89, 2.491122,344.437167
2,99, 3.510229,438.134283
4,49, 0.486761,103.684434
4,59, 0.757460,150.742622
4,69, 1.183476,208.899123
4,79, 1.780951,280.844398
4,89, 2.594931,351.851675
4,99, 3.667198,441.715464
6,49, 0.457656,106.976985
